frame,relative_time_seconds,global_time_seconds,pulse,assisted_low_band_energy_norm
117,4.875000,10.875000,0.020581,0.048770
118,4.916667,10.916667,0.016710,0.000000
119,4.958333,10.958333,0.013568,0.000562
120,5.000000,11.000000,0.011016,0.291297
121,5.041667,11.041667,0.008944,0.082497
122,5.083333,11.083333,0.007262,0.000000
123,5.125000,11.125000,0.005897,0.844055
124,5.166667,11.166667,0.942534,0.937962
125,5.208333,11.208333,0.765278,0.051313
126,5.250000,11.250000,0.621357,0.000000
127,5.291667,11.291667,0.504502,0.018984
128,5.333333,11.333333,0.409624,0.033070
129,5.375000,11.375000,0.332588,0.000000
130,5.416667,11.416667,0.270040,0.001653
131,5.458333,11.458333,0.219256,0.005915
132,5.500000,11.500000,0.178022,0.000000
133,5.541667,11.541667,0.144542,0.176293
134,5.583333,11.583333,0.117359,1.000000
135,5.625000,11.625000,0.865061,0.706615
136,5.666667,11.666667,0.702375,0.000000
137,5.708333,11.708333,0.570284,0.000000
138,5.750000,11.750000,0.463034,0.000000
139,5.791667,11.791667,0.375954,0.000000
140,5.833333,11.833333,0.305251,0.003416
141,5.875000,11.875000,0.247844,0.379256
142,5.916667,11.916667,0.201234,0.380390
143,5.958333,11.958333,0.163389,0.005565
144,6.000000,12.000000,0.132661,0.000000
145,6.041667,12.041667,0.107713,0.014973
146,6.083333,12.083333,0.087456,0.072285
147,6.125000,12.125000,0.071009,0.057578
148,6.166667,12.166667,0.057654,0.058200
149,6.208333,12.208333,0.046812,0.067698
150,6.250000,12.250000,0.038008,0.000128
151,6.291667,12.291667,0.030860,0.000000
152,6.333333,12.333333,0.025057,0.001283
153,6.375000,12.375000,0.020344,0.044525
154,6.416667,12.416667,0.016518,0.098837
155,6.458333,12.458333,0.013412,0.448092
156,6.500000,12.500000,0.010890,0.803490
157,6.541667,12.541667,0.818405,0.279961
158,6.583333,12.583333,0.664493,0.000000
159,6.625000,12.625000,0.539526,0.000000
160,6.666667,12.666667,0.438060,0.014407
161,6.708333,12.708333,0.355677,0.021161
162,6.750000,12.750000,0.288787,0.000000
163,6.791667,12.791667,0.234477,0.011400
164,6.833333,12.833333,0.190380,0.007945
165,6.875000,12.875000,0.154577,0.000000
166,6.916667,12.916667,0.125506,0.023685
167,6.958333,12.958333,0.101903,0.001527
168,7.000000,13.000000,0.082739,0.000000
169,7.041667,13.041667,0.067179,0.015818
170,7.083333,13.083333,0.054545,0.028837
171,7.125000,13.125000,0.044287,0.000000
172,7.166667,13.166667,0.035958,0.000000
173,7.208333,13.208333,0.029196,0.000000
174,7.250000,13.250000,0.023705,0.000000
175,7.291667,13.291667,0.019247,0.000000
176,7.333333,13.333333,0.015627,0.000000
177,7.375000,13.375000,0.012688,0.000788
178,7.416667,13.416667,0.010302,0.005526
179,7.458333,13.458333,0.008365,0.013551
180,7.500000,13.500000,0.006792,0.653548
181,7.541667,13.541667,0.005514,1.000000
182,7.583333,13.583333,0.831735,0.483351
183,7.625000,13.625000,0.675316,0.000000
184,7.666667,13.666667,0.548313,0.000000
185,7.708333,13.708333,0.445196,0.000000
186,7.750000,13.750000,0.361470,0.000000
187,7.791667,13.791667,0.293491,0.000000
188,7.833333,13.833333,0.238296,0.000000
189,7.875000,13.875000,0.193481,0.000000
190,7.916667,13.916667,0.157094,0.000000
191,7.958333,13.958333,0.127551,0.877232
192,8.000000,14.000000,0.996377,1.000000
193,8.041667,14.041667,0.808994,0.252539
194,8.083333,14.083333,0.656852,0.000000
195,8.125000,14.125000,0.533322,0.000000
196,8.166667,14.166667,0.433023,0.000000
197,8.208333,14.208333,0.351587,0.000000
198,8.250000,14.250000,0.285467,0.080612
199,8.291667,14.291667,0.231781,0.491685
200,8.333333,14.333333,0.188191,0.049242
201,8.375000,14.375000,0.152799,0.000000
202,8.416667,14.416667,0.124063,0.637618
203,8.458333,14.458333,0.969135,1.000000
204,8.500000,14.500000,0.786876,0.115330
205,8.541667,14.541667,0.638893,0.000000
206,8.583333,14.583333,0.518740,0.003121
207,8.625000,14.625000,0.421184,0.000000
208,8.666667,14.666667,0.341975,0.000000
209,8.708333,14.708333,0.277662,0.108333
210,8.750000,14.750000,0.225444,0.151369
211,8.791667,14.791667,0.183046,0.000000
212,8.833333,14.833333,0.148622,0.000000
213,8.875000,14.875000,0.120671,0.863081
214,8.916667,14.916667,0.889480,0.909439
215,8.958333,14.958333,0.722201,0.058014
216,9.000000,15.000000,0.586381,0.000000
217,9.041667,15.041667,0.476104,0.002976
218,9.083333,15.083333,0.386566,0.040610
219,9.125000,15.125000,0.313867,0.031984
220,9.166667,15.166667,0.254840,0.013013
221,9.208333,15.208333,0.206914,0.027893
222,9.250000,15.250000,0.168001,0.000000
223,9.291667,15.291667,0.136406,0.012557
224,9.333333,15.333333,0.110753,0.018922
225,9.375000,15.375000,0.089924,0.000000
226,9.416667,15.416667,0.073013,0.016473
227,9.458333,15.458333,0.059282,0.026887
228,9.500000,15.500000,0.048133,0.000000
229,9.541667,15.541667,0.039081,0.000000
230,9.583333,15.583333,0.031731,0.000000
231,9.625000,15.625000,0.025764,0.013435
232,9.666667,15.666667,0.020919,0.027619
233,9.708333,15.708333,0.016985,0.000000
234,9.750000,15.750000,0.013790,0.000000
235,9.791667,15.791667,0.011197,0.077756
236,9.833333,15.833333,0.009091,0.123621
237,9.875000,15.875000,0.007381,0.030271
238,9.916667,15.916667,0.005993,0.755347
239,9.958333,15.958333,0.957996,1.000000
240,10.000000,16.000000,0.777832,0.151076
241,10.041667,16.041667,0.631550,0.000000
242,10.083333,16.083333,0.512778,0.001147
243,10.125000,16.125000,0.416343,0.000000
244,10.166667,16.166667,0.338044,0.005391
245,10.208333,16.208333,0.274470,0.037055
246,10.250000,16.250000,0.222853,0.000000
247,10.291667,16.291667,0.180942,0.000000
248,10.333333,16.333333,0.146913,0.000796
249,10.375000,16.375000,0.119284,0.824973
250,10.416667,16.416667,0.931803,0.949516
251,10.458333,16.458333,0.756565,0.052749
252,10.500000,16.500000,0.614283,0.000000
253,10.541667,16.541667,0.498758,0.000000
254,10.583333,16.583333,0.404960,0.013778
255,10.625000,16.625000,0.328802,0.053988
256,10.666667,16.666667,0.266966,0.051119
257,10.708333,16.708333,0.216760,0.015278
258,10.750000,16.750000,0.175995,0.000000
259,10.791667,16.791667,0.142897,0.000000
260,10.833333,16.833333,0.116023,0.000000
261,10.875000,16.875000,0.094203,0.000000
262,10.916667,16.916667,0.076487,0.056019
263,10.958333,16.958333,0.062103,0.494768
264,11.000000,17.000000,0.637260,0.648601
265,11.041667,17.041667,0.517415,0.123882
266,11.083333,17.083333,0.420108,0.000000
267,11.125000,17.125000,0.341101,0.001389
268,11.166667,17.166667,0.276952,0.020650
269,11.208333,17.208333,0.224868,0.000000
270,11.250000,17.250000,0.182578,0.027695
271,11.291667,17.291667,0.148242,0.305897
272,11.333333,17.333333,0.120363,0.202274
273,11.375000,17.375000,0.097727,0.000000
274,11.416667,17.416667,0.079348,0.000000
275,11.458333,17.458333,0.064426,0.016896
276,11.500000,17.500000,0.052310,0.013709
277,11.541667,17.541667,0.042472,0.008142
278,11.583333,17.583333,0.034485,0.002271
279,11.625000,17.625000,0.027999,0.000000
280,11.666667,17.666667,0.022734,0.017624
281,11.708333,17.708333,0.018458,0.009168
282,11.750000,17.750000,0.014987,0.000000
283,11.791667,17.791667,0.012168,0.000826
284,11.833333,17.833333,0.009880,0.025434
285,11.875000,17.875000,0.008022,0.035434
286,11.916667,17.916667,0.006513,0.000000
287,11.958333,17.958333,0.005288,0.000000
288,12.000000,18.000000,0.004294,0.000000
289,12.041667,18.041667,0.003486,0.000106
290,12.083333,18.083333,0.002831,0.000491
291,12.125000,18.125000,0.002298,0.000812
292,12.166667,18.166667,0.001866,0.015076
293,12.208333,18.208333,0.001515,0.003758
294,12.250000,18.250000,0.001230,0.003299
295,12.291667,18.291667,0.000999,0.400417
296,12.333333,18.333333,0.000811,1.000000
297,12.375000,18.375000,0.591765,0.745626
298,12.416667,18.416667,0.480476,0.016063
299,12.458333,18.458333,0.390116,0.000165
300,12.500000,18.500000,0.316749,0.086061
301,12.541667,18.541667,0.257180,0.011881
302,12.583333,18.583333,0.208814,0.000000
303,12.625000,18.625000,0.169544,0.019272
304,12.666667,18.666667,0.137659,0.000000
305,12.708333,18.708333,0.111770,0.000000
306,12.750000,18.750000,0.090750,0.063566
307,12.791667,18.791667,0.073683,0.328105
308,12.833333,18.833333,0.583254,0.197452
309,12.875000,18.875000,0.473565,0.000306
310,12.916667,18.916667,0.384504,0.000000
311,12.958333,18.958333,0.312193,0.009878
312,13.000000,19.000000,0.253481,0.009175
313,13.041667,19.041667,0.205810,0.054181
314,13.083333,19.083333,0.167105,0.096611
315,13.125000,19.125000,0.135679,0.012250
316,13.166667,19.166667,0.110162,0.000000
317,13.208333,19.208333,0.089445,0.135728
318,13.250000,19.250000,0.072624,0.504049
319,13.291667,19.291667,0.577454,0.220130
320,13.333333,19.333333,0.468856,0.000000
321,13.375000,19.375000,0.380681,0.000447
322,13.416667,19.416667,0.309089,0.046141
323,13.458333,19.458333,0.250961,0.056435
324,13.500000,19.500000,0.203764,0.034303
325,13.541667,19.541667,0.165443,0.005226
326,13.583333,19.583333,0.134330,0.000000
327,13.625000,19.625000,0.109067,0.000000
328,13.666667,19.666667,0.088555,0.053738
329,13.708333,19.708333,0.071901,0.314469
330,13.750000,19.750000,0.549772,0.086735
331,13.791667,19.791667,0.446380,0.000000
332,13.833333,19.833333,0.362432,0.002721
333,13.875000,19.875000,0.294272,0.005498
334,13.916667,19.916667,0.238930,0.018168
335,13.958333,19.958333,0.193996,0.027875
336,14.000000,20.000000,0.157512,0.022981
337,14.041667,20.041667,0.127890,0.004098
338,14.083333,20.083333,0.103839,0.008033
339,14.125000,20.125000,0.084310,0.010346
340,14.166667,20.166667,0.068455,0.000000
341,14.208333,20.208333,0.055581,0.004207
342,14.250000,20.250000,0.045128,0.021129
343,14.291667,20.291667,0.036641,0.013520
344,14.333333,20.333333,0.029750,0.000000
345,14.375000,20.375000,0.024155,0.000000
346,14.416667,20.416667,0.019613,0.000000
347,14.458333,20.458333,0.015924,0.009846
348,14.500000,20.500000,0.012929,0.017210
349,14.541667,20.541667,0.010498,0.116745
350,14.583333,20.583333,0.008524,0.067656
351,14.625000,20.625000,0.006921,0.000000
352,14.666667,20.666667,0.005619,0.034117
353,14.708333,20.708333,0.004562,0.638866
354,14.750000,20.750000,0.681595,0.932938
355,14.791667,20.791667,0.553412,0.293534
356,14.833333,20.833333,0.449335,0.000000
357,14.875000,20.875000,0.364831,0.000698
358,14.916667,20.916667,0.296220,0.021264
359,14.958333,20.958333,0.240512,0.010141
360,15.000000,21.000000,0.195280,0.014531
361,15.041667,21.041667,0.158555,0.026959
362,15.083333,21.083333,0.128737,0.000000
363,15.125000,21.125000,0.104526,0.000000
364,15.166667,21.166667,0.084868,0.467861
365,15.208333,21.208333,0.068908,0.801702
366,15.250000,21.250000,0.814932,0.146811
367,15.291667,21.291667,0.661673,0.000000
368,15.333333,21.333333,0.537237,0.000000
369,15.375000,21.375000,0.436202,0.004431
370,15.416667,21.416667,0.354168,0.036494
371,15.458333,21.458333,0.287562,0.038154
372,15.500000,21.500000,0.233482,0.000000
373,15.541667,21.541667,0.189573,0.000000
374,15.583333,21.583333,0.153921,0.000000
375,15.625000,21.625000,0.124974,0.021093
376,15.666667,21.666667,0.101471,0.084169
377,15.708333,21.708333,0.082388,0.054164
378,15.750000,21.750000,0.066894,0.366210
379,15.791667,21.791667,0.054313,0.789102
380,15.833333,21.833333,0.851486,0.230758
381,15.875000,21.875000,0.691353,0.000000
382,15.916667,21.916667,0.561334,0.000000
383,15.958333,21.958333,0.455768,0.004878
384,16.000000,22.000000,0.370054,0.000000
385,16.041667,22.041667,0.300461,0.001565
386,16.083333,22.083333,0.243955,0.247943
387,16.125000,22.125000,0.198076,0.280482
388,16.166667,22.166667,0.160825,0.014650
389,16.208333,22.208333,0.130580,0.000000
390,16.250000,22.250000,0.106022,0.012403
391,16.291667,22.291667,0.086083,0.017349
392,16.333333,22.333333,0.069894,0.038710
393,16.375000,22.375000,0.056750,0.005503
394,16.416667,22.416667,0.046077,0.002272
395,16.458333,22.458333,0.037412,0.000026
396,16.500000,22.500000,0.030376,0.007949
397,16.541667,22.541667,0.024663,0.018454
398,16.583333,22.583333,0.020025,0.000000
399,16.625000,22.625000,0.016259,0.000000
400,16.666667,22.666667,0.013201,0.025218
401,16.708333,22.708333,0.010719,0.000000
402,16.750000,22.750000,0.008703,0.000000
403,16.791667,22.791667,0.007066,0.000000
404,16.833333,22.833333,0.005737,0.000000
405,16.875000,22.875000,0.004658,0.000000
406,16.916667,22.916667,0.003782,0.070677
407,16.958333,22.958333,0.003071,0.102835
408,17.000000,23.000000,0.002493,0.127274
409,17.041667,23.041667,0.002024,0.042842
410,17.083333,23.083333,0.001644,0.023205
411,17.125000,23.125000,0.001335,0.900899
412,17.166667,23.166667,0.910603,0.964811
413,17.208333,23.208333,0.739352,0.064286
414,17.250000,23.250000,0.600306,0.000000
415,17.291667,23.291667,0.487411,0.006131
416,17.333333,23.333333,0.395746,0.001842
417,17.375000,23.375000,0.321321,0.097362
418,17.416667,23.416667,0.260892,0.054837
419,17.458333,23.458333,0.211828,0.000000
420,17.500000,23.500000,0.171991,0.000000
421,17.541667,23.541667,0.139645,0.000856
422,17.583333,23.583333,0.113383,0.911814
423,17.625000,23.625000,0.885706,0.759113
424,17.666667,23.666667,0.719137,0.020838
425,17.708333,23.708333,0.583894,0.000000
426,17.750000,23.750000,0.474084,0.014633
427,17.791667,23.791667,0.384926,0.028446
428,17.833333,23.833333,0.312536,0.022998
429,17.875000,23.875000,0.253759,0.009805
430,17.916667,23.916667,0.206036,0.037543
431,17.958333,23.958333,0.167288,0.008180
432,18.000000,24.000000,0.135827,0.011792
433,18.041667,24.041667,0.110283,0.281245
434,18.083333,24.083333,0.574602,0.225972
435,18.125000,24.125000,0.466540,0.000000
436,18.166667,24.166667,0.378801,0.000000
437,18.208333,24.208333,0.307562,0.063578
438,18.250000,24.250000,0.249721,0.066023
439,18.291667,24.291667,0.202758,0.006190
440,18.333333,24.333333,0.164626,0.000575
441,18.375000,24.375000,0.133666,0.000010
442,18.416667,24.416667,0.108528,0.000000
443,18.458333,24.458333,0.088118,0.030067
444,18.500000,24.500000,0.071546,0.000000
445,18.541667,24.541667,0.058091,0.000000
446,18.583333,24.583333,0.047166,0.000000
447,18.625000,24.625000,0.038296,0.000000
448,18.666667,24.666667,0.031094,0.000000
449,18.708333,24.708333,0.025246,0.000000
450,18.750000,24.750000,0.020498,0.024433
451,18.791667,24.791667,0.016643,0.001603
452,18.833333,24.833333,0.013513,0.049912
453,18.875000,24.875000,0.010972,0.105225
454,18.916667,24.916667,0.008909,0.004668
455,18.958333,24.958333,0.007233,0.011692
456,19.000000,25.000000,0.005873,0.084760
457,19.041667,25.041667,0.004768,0.005198
458,19.083333,25.083333,0.003872,0.104156
459,19.125000,25.125000,0.610633,0.145100
460,19.166667,25.166667,0.495795,0.000000
461,19.208333,25.208333,0.402554,0.000000
462,19.250000,25.250000,0.326848,0.000000
463,19.291667,25.291667,0.265380,0.016258
464,19.333333,25.333333,0.215472,0.089703
465,19.375000,25.375000,0.174949,0.016652
466,19.416667,25.416667,0.142048,0.010979
467,19.458333,25.458333,0.115334,0.078871
468,19.500000,25.500000,0.093644,0.012983
469,19.541667,25.541667,0.076033,0.003831
470,19.583333,25.583333,0.061734,0.002132
471,19.625000,25.625000,0.050124,0.007277
472,19.666667,25.666667,0.040697,0.154348
473,19.708333,25.708333,0.533677,0.066262
474,19.750000,25.750000,0.433311,0.000000
475,19.791667,25.791667,0.351821,0.000000
476,19.833333,25.833333,0.285656,0.000000
477,19.875000,25.875000,0.231935,0.001863
478,19.916667,25.916667,0.188316,0.052455
479,19.958333,25.958333,0.152901,0.009473
480,20.000000,26.000000,0.124146,0.001598
481,20.041667,26.041667,0.100798,0.000000
482,20.083333,26.083333,0.081842,0.000000
483,20.125000,26.125000,0.066450,0.002901
484,20.166667,26.166667,0.053954,0.005204
485,20.208333,26.208333,0.043807,0.000898
486,20.250000,26.250000,0.035568,0.068399
487,20.291667,26.291667,0.028879,0.277799
488,20.333333,26.333333,0.546212,0.098571
489,20.375000,26.375000,0.443489,0.000000
490,20.416667,26.416667,0.360085,0.005254
491,20.458333,26.458333,0.292366,0.001062
492,20.500000,26.500000,0.237383,0.000000
493,20.541667,26.541667,0.192740,0.020027
494,20.583333,26.583333,0.156492,0.035140
495,20.625000,26.625000,0.127062,0.009606
496,20.666667,26.666667,0.103166,0.028661
497,20.708333,26.708333,0.083764,0.028454
498,20.750000,26.750000,0.068011,0.000000
499,20.791667,26.791667,0.055221,0.002200
500,20.833333,26.833333,0.044836,0.002795
501,20.875000,26.875000,0.036404,0.037684
502,20.916667,26.916667,0.029558,0.056698
503,20.958333,26.958333,0.023999,0.013608
504,21.000000,27.000000,0.019486,0.055905
505,21.041667,27.041667,0.566379,0.034568
506,21.083333,27.083333,0.459864,0.000117
507,21.125000,27.125000,0.373380,0.022658
508,21.166667,27.166667,0.303161,0.000000
509,21.208333,27.208333,0.246147,0.002824
510,21.250000,27.250000,0.199856,0.012927
511,21.291667,27.291667,0.162270,0.000000
512,21.333333,27.333333,0.131753,0.044098
513,21.375000,27.375000,0.106975,0.028353
514,21.416667,27.416667,0.086857,0.034191
515,21.458333,27.458333,0.070522,0.045882
516,21.500000,27.500000,0.057260,0.001821
517,21.541667,27.541667,0.046491,0.024419
518,21.583333,27.583333,0.037748,0.141947
519,21.625000,27.625000,0.562788,0.095921
520,21.666667,27.666667,0.456948,0.001190
521,21.708333,27.708333,0.371013,0.007145
522,21.750000,27.750000,0.301239,0.013044
523,21.791667,27.791667,0.244587,0.009795
524,21.833333,27.833333,0.198589,0.089138
525,21.875000,27.875000,0.161241,0.005492
526,21.916667,27.916667,0.130918,0.000000
527,21.958333,27.958333,0.106297,0.030462
528,22.000000,28.000000,0.086306,0.003692
529,22.041667,28.041667,0.070075,0.012017
530,22.083333,28.083333,0.056897,0.050961
531,22.125000,28.125000,0.623475,0.057294
532,22.166667,28.166667,0.506222,0.032292
533,22.208333,28.208333,0.411020,0.003887
534,22.250000,28.250000,0.333722,0.000000
535,22.291667,28.291667,0.270961,0.008733
536,22.333333,28.333333,0.220003,0.019942
537,22.375000,28.375000,0.178629,0.029232
538,22.416667,28.416667,0.145035,0.076555
539,22.458333,28.458333,0.117759,0.043365
540,22.500000,28.500000,0.095613,0.000000
541,22.541667,28.541667,0.077632,0.000827
542,22.583333,28.583333,0.063032,0.000000
543,22.625000,28.625000,0.051178,0.023305
544,22.666667,28.666667,0.041553,0.029968
545,22.708333,28.708333,0.581675,0.060749
546,22.750000,28.750000,0.472283,0.074751
547,22.791667,28.791667,0.383464,0.017239
548,22.833333,28.833333,0.311348,0.000000
549,22.875000,28.875000,0.252795,0.000000
550,22.916667,28.916667,0.205253,0.012733
551,22.958333,28.958333,0.166653,0.005463
552,23.000000,29.000000,0.135311,0.018799
553,23.041667,29.041667,0.109864,0.077961
554,23.083333,29.083333,0.089203,0.060680
555,23.125000,29.125000,0.072427,0.766467
556,23.166667,29.166667,0.921402,0.841720
557,23.208333,29.208333,0.748120,0.039947
558,23.250000,29.250000,0.607426,0.000000
559,23.291667,29.291667,0.493191,0.155493
560,23.333333,29.333333,0.400440,0.148059
561,23.375000,29.375000,0.325132,0.000000
562,23.416667,29.416667,0.263986,0.000000
563,23.458333,29.458333,0.214340,0.000000
564,23.500000,29.500000,0.174030,0.000000
565,23.541667,29.541667,0.141302,0.107879
566,23.583333,29.583333,0.114728,0.957178
567,23.625000,29.625000,0.896210,0.723350
568,23.666667,29.666667,0.727666,0.011218
569,23.708333,29.708333,0.590818,0.000000
570,23.750000,29.750000,0.479707,0.000000
571,23.791667,29.791667,0.389491,0.000000
572,23.833333,29.833333,0.316242,0.000000
573,23.875000,29.875000,0.256769,0.600003
574,23.916667,29.916667,0.208480,0.815976
575,23.958333,29.958333,0.169272,0.063912
576,24.000000,30.000000,0.137438,0.000000
577,24.041667,30.041667,0.111591,0.000000
578,24.083333,30.083333,0.090605,0.000000
579,24.125000,30.125000,0.073565,0.000000
580,24.166667,30.166667,0.635282,0.073767
