frame,relative_time_seconds,global_time_seconds,pulse,energy_norm
424,17.666667,23.666667,0.750738,0.020838
425,17.708333,23.708333,0.626342,0.000000
426,17.750000,23.750000,0.522559,0.014633
427,17.791667,23.791667,0.435972,0.028446
428,17.833333,23.833333,0.363733,0.022998
429,17.875000,23.875000,0.303463,0.009805
430,17.916667,23.916667,0.253180,0.037543
431,17.958333,23.958333,0.289970,0.008180
432,18.000000,24.000000,0.460696,0.011792
433,18.041667,24.041667,0.731943,0.281245
434,18.083333,24.083333,0.733410,0.225972
435,18.125000,24.125000,0.611886,0.000000
436,18.166667,24.166667,0.510498,0.000000
437,18.208333,24.208333,0.425910,0.063578
438,18.250000,24.250000,0.355337,0.066023
439,18.291667,24.291667,0.296459,0.006190
440,18.333333,24.333333,0.247336,0.000575
441,18.375000,24.375000,0.206353,0.000010
442,18.416667,24.416667,0.172161,0.000000
443,18.458333,24.458333,0.143634,0.030067
444,18.500000,24.500000,0.119834,0.000000
445,18.541667,24.541667,0.099978,0.000000
446,18.583333,24.583333,0.083412,0.000000
447,18.625000,24.625000,0.069591,0.000000
448,18.666667,24.666667,0.058060,0.000000
449,18.708333,24.708333,0.048439,0.000000
450,18.750000,24.750000,0.040413,0.024433
451,18.791667,24.791667,0.033717,0.001603
452,18.833333,24.833333,0.036541,0.049912
453,18.875000,24.875000,0.058056,0.105225
454,18.916667,24.916667,0.092237,0.004668
455,18.958333,24.958333,0.146544,0.011692
456,19.000000,25.000000,0.232825,0.084760
457,19.041667,25.041667,0.369907,0.005198
458,19.083333,25.083333,0.587699,0.104156
459,19.125000,25.125000,0.740740,0.145100
460,19.166667,25.166667,0.618001,0.000000
461,19.208333,25.208333,0.515600,0.000000
462,19.250000,25.250000,0.430166,0.000000
463,19.291667,25.291667,0.358889,0.016258
464,19.333333,25.333333,0.299422,0.089703
465,19.375000,25.375000,0.249808,0.016652
466,19.416667,25.416667,0.208415,0.010979
467,19.458333,25.458333,0.173882,0.078871
468,19.500000,25.500000,0.145070,0.012983
469,19.541667,25.541667,0.192142,0.003831
470,19.583333,25.583333,0.305270,0.002132
471,19.625000,25.625000,0.485005,0.007277
472,19.666667,25.666667,0.770563,0.154348
473,19.708333,25.708333,0.649228,0.066262
474,19.750000,25.750000,0.541652,0.000000
475,19.791667,25.791667,0.451902,0.000000
476,19.833333,25.833333,0.377023,0.000000
477,19.875000,25.875000,0.314551,0.001863
478,19.916667,25.916667,0.262431,0.052455
479,19.958333,25.958333,0.218946,0.009473
480,20.000000,26.000000,0.182668,0.001598
481,20.041667,26.041667,0.152400,0.000000
482,20.083333,26.083333,0.127148,0.000000
483,20.125000,26.125000,0.125165,0.002901
484,20.166667,26.166667,0.198859,0.005204
485,20.208333,26.208333,0.315942,0.000898
486,20.250000,26.250000,0.501961,0.068399
487,20.291667,26.291667,0.797503,0.277799
488,20.333333,26.333333,0.692361,0.098571
489,20.375000,26.375000,0.577638,0.000000
490,20.416667,26.416667,0.481925,0.005254
491,20.458333,26.458333,0.402071,0.001062
492,20.500000,26.500000,0.335449,0.000000
493,20.541667,26.541667,0.279866,0.020027
494,20.583333,26.583333,0.233493,0.035140
495,20.625000,26.625000,0.194804,0.009606
496,20.666667,26.666667,0.162525,0.028661
497,20.708333,26.708333,0.135595,0.028454
498,20.750000,26.750000,0.113127,0.000000
499,20.791667,26.791667,0.094382,0.002200
500,20.833333,26.833333,0.100830,0.002795
501,20.875000,26.875000,0.160196,0.037684
502,20.916667,26.916667,0.254515,0.056698
503,20.958333,26.958333,0.404367,0.013608
504,21.000000,27.000000,0.642448,0.055905
505,21.041667,27.041667,0.666116,0.034568
506,21.083333,27.083333,0.555742,0.000117
507,21.125000,27.125000,0.463657,0.022658
508,21.166667,27.166667,0.386830,0.000000
509,21.208333,27.208333,0.322733,0.002824
510,21.250000,27.250000,0.269257,0.012927
511,21.291667,27.291667,0.224642,0.000000
512,21.333333,27.333333,0.187419,0.044098
513,21.375000,27.375000,0.156364,0.028353
514,21.416667,27.416667,0.130455,0.034191
515,21.458333,27.458333,0.170933,0.045882
516,21.500000,27.500000,0.271574,0.001821
517,21.541667,27.541667,0.431470,0.024419
518,21.583333,27.583333,0.685509,0.141947
519,21.625000,27.625000,0.680293,0.095921
520,21.666667,27.666667,0.567570,0.001190
521,21.708333,27.708333,0.473525,0.007145
522,21.750000,27.750000,0.395063,0.013044
523,21.791667,27.791667,0.329602,0.009795
524,21.833333,27.833333,0.274988,0.089138
525,21.875000,27.875000,0.229423,0.005492
526,21.916667,27.916667,0.191408,0.000000
527,21.958333,27.958333,0.159692,0.030462
528,22.000000,28.000000,0.202880,0.003692
529,22.041667,28.041667,0.322330,0.012017
530,22.083333,28.083333,0.512110,0.050961
531,22.125000,28.125000,0.719056,0.057294
532,22.166667,28.166667,0.599910,0.032292
533,22.208333,28.208333,0.500506,0.003887
534,22.250000,28.250000,0.417574,0.000000
535,22.291667,28.291667,0.348383,0.008733
536,22.333333,28.333333,0.290656,0.019942
537,22.375000,28.375000,0.242495,0.029232
538,22.416667,28.416667,0.202314,0.076555
539,22.458333,28.458333,0.168791,0.043365
540,22.500000,28.500000,0.140823,0.000000
541,22.541667,28.541667,0.151774,0.000827
542,22.583333,28.583333,0.241135,0.000000
543,22.625000,28.625000,0.383110,0.023305
544,22.666667,28.666667,0.608675,0.029968
545,22.708333,28.708333,0.683612,0.060749
546,22.750000,28.750000,0.570339,0.074751
547,22.791667,28.791667,0.475835,0.017239
548,22.833333,28.833333,0.396990,0.000000
549,22.875000,28.875000,0.331210,0.000000
550,22.916667,28.916667,0.276329,0.012733
551,22.958333,28.958333,0.230542,0.005463
552,23.000000,29.000000,0.192342,0.018799
553,23.041667,29.041667,0.299099,0.077961
554,23.083333,29.083333,0.475200,0.060680
555,23.125000,29.125000,0.754986,0.766467
556,23.166667,29.166667,0.931293,0.841720
557,23.208333,29.208333,0.776980,0.039947
558,23.250000,29.250000,0.648236,0.000000
559,23.291667,29.291667,0.540825,0.155493
560,23.333333,29.333333,0.451212,0.148059
561,23.375000,29.375000,0.376447,0.000000
562,23.416667,29.416667,0.314071,0.000000
563,23.458333,29.458333,0.262030,0.000000
564,23.500000,29.500000,0.318104,0.000000
565,23.541667,29.541667,0.505395,0.107879
566,23.583333,29.583333,0.802959,0.957178
567,23.625000,29.625000,0.909112,0.723350
568,23.666667,29.666667,0.758474,0.011218
569,23.708333,29.708333,0.632797,0.000000
570,23.750000,29.750000,0.527944,0.000000
571,23.791667,29.791667,0.440465,0.000000
572,23.833333,29.833333,0.367481,0.000000
573,23.875000,29.875000,0.306590,0.600003
574,23.916667,29.916667,0.255789,0.815976
575,23.958333,29.958333,0.213405,0.063912
576,24.000000,30.000000,0.178045,0.000000
577,24.041667,30.041667,0.208102,0.000000
578,24.083333,30.083333,0.330628,0.000000
579,24.125000,30.125000,0.525293,0.000000
580,24.166667,30.166667,0.757082,0.073767
